"TIPO_DATO_AVQ","Tipo dato","MISURA_AVQ","Misura","SEXISTAT1","Sesso","ETA1","Classe di età","TIME","Seleziona periodo","Value","Flag Codes","Flags"
"0_CHRONIC_HEART","malati cronici - affetti da malattie del cuore","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y0-14","0-14 anni","2018","2018",0.4,,
"0_CHRONIC_ALLER","malati cronici - affetti da malattie allergiche","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y55-59","55-59 anni","2018","2018",11.8,,
"0_CHRONIC_NERVOUS","malati cronici - affetti da disturbi nervosi","THV","valori in migliaia","1","maschi","Y45-54","45-54 anni","2018","2018",174,,
"0_CHRONIC_NERVOUS","malati cronici - affetti da disturbi nervosi","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y25-34","25-34 anni","2018","2018",2.1,,
"0_CHRONIC_GASTR","malati cronici - affetti da ulcera gastrica o duodenale","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y45-54","45-54 anni","2018","2018",2.7,,
"0_CHRONIC_GASTR","malati cronici - affetti da ulcera gastrica o duodenale","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y0-14","0-14 anni","2018","2018",0,,
"0_CHRONIC_ALLER","malati cronici - affetti da malattie allergiche","THV","valori in migliaia","1","maschi","Y_GE75","75 anni e più","2018","2018",204,,
"0_CHRONIC_NERVOUS","malati cronici - affetti da disturbi nervosi","THV","valori in migliaia","9","totale","Y20-24","20-24 anni","2018","2018",59,,
"0_CHRONIC_ALLER","malati cronici - affetti da malattie allergiche","THV","valori in migliaia","9","totale","Y0-14","0-14 anni","2018","2018",574,,
"0_CHRONIC_ALLER","malati cronici - affetti da malattie allergiche","THV","valori in migliaia","2","femmine","Y18-19","18-19 anni","2018","2018",83,,
"0_CHRONIC_NERVOUS","malati cronici - affetti da disturbi nervosi","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y_GE75","75 anni e più","2018","2018",12.4,,
"0_CHRONIC_NERVOUS","malati cronici - affetti da disturbi nervosi","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y15-17","15-17 anni","2018","2018",1.6,,
"0_CHRONIC_GASTR","malati cronici - affetti da ulcera gastrica o duodenale","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y_GE0","0 anni e più","2018","2018",2.5,,
"0_CHRONIC_NERVOUS","malati cronici - affetti da disturbi nervosi","THV","valori in migliaia","1","maschi","Y15-17","15-17 anni","2018","2018",15,,
"0_CHRONIC_NERVOUS","malati cronici - affetti da disturbi nervosi","THV","valori in migliaia","9","totale","Y55-59","55-59 anni","2018","2018",265,,
"0_CHRONIC_ALLER","malati cronici - affetti da malattie allergiche","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y45-54","45-54 anni","2018","2018",11.9,,
"0_CHRONIC_HEART","malati cronici - affetti da malattie del cuore","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y20-24","20-24 anni","2018","2018",0.4,,
"0_CHRONIC_HEART","malati cronici - affetti da malattie del cuore","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y_GE75","75 anni e più","2018","2018",18.2,,
"0_CHRONIC_HEART","malati cronici - affetti da malattie del cuore","THV","valori in migliaia","9","totale","Y60-64","60-64 anni","2018","2018",181,,
"0_CHRONIC_ALLER","malati cronici - affetti da malattie allergiche","THV","valori in migliaia","2","femmine","Y35-44","35-44 anni","2018","2018",625,,
"0_CHRONIC_GASTR","malati cronici - affetti da ulcera gastrica o duodenale","THV","valori in migliaia","2","femmine","Y25-34","25-34 anni","2018","2018",40,,
"0_CHRONIC_NERVOUS","malati cronici - affetti da disturbi nervosi","THV","valori in migliaia","2","femmine","Y60-64","60-64 anni","2018","2018",136,,
"0_CHRONIC_GASTR","malati cronici - affetti da ulcera gastrica o duodenale","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y18-19","18-19 anni","2018","2018",0,,
"0_CHRONIC_HEART","malati cronici - affetti da malattie del cuore","THV","valori in migliaia","2","femmine","Y65-74","65-74 anni","2018","2018",218,,
"0_CHRONIC_GASTR","malati cronici - affetti da ulcera gastrica o duodenale","THV","valori in migliaia","9","totale","Y_GE75","75 anni e più","2018","2018",399,,
"0_CHRONIC_NERVOUS","malati cronici - affetti da disturbi nervosi","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y65-74","65-74 anni","2018","2018",5.1,,
"0_CHRONIC_NERVOUS","malati cronici - affetti da disturbi nervosi","THV","valori in migliaia","1","maschi","Y_GE0","0 anni e più","2018","2018",1014,,
"0_CHRONIC_ALLER","malati cronici - affetti da malattie allergiche","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y18-19","18-19 anni","2018","2018",14.1,,
"0_CHRONIC_HEART","malati cronici - affetti da malattie del cuore","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y25-34","25-34 anni","2018","2018",0.5,,
"0_CHRONIC_GASTR","malati cronici - affetti da ulcera gastrica o duodenale","THV","valori in migliaia","2","femmine","Y0-14","0-14 anni","2018","2018",0,,
"0_CHRONIC_GASTR","malati cronici - affetti da ulcera gastrica o duodenale","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y35-44","35-44 anni","2018","2018",1.2,,
"0_CHRONIC_NERVOUS","malati cronici - affetti da disturbi nervosi","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y20-24","20-24 anni","2018","2018",2,,
"0_CHRONIC_GASTR","malati cronici - affetti da ulcera gastrica o duodenale","THV","valori in migliaia","1","maschi","Y65-74","65-74 anni","2018","2018",184,,
"0_CHRONIC_ALLER","malati cronici - affetti da malattie allergiche","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y_GE0","0 anni e più","2018","2018",10.5,,
"0_CHRONIC_HEART","malati cronici - affetti da malattie del cuore","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y65-74","65-74 anni","2018","2018",6.1,,
"0_CHRONIC_NERVOUS","malati cronici - affetti da disturbi nervosi","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y60-64","60-64 anni","2018","2018",6.9,,
